,title,description
502,Agent général / Agente générale d'assurances (H/F),"POSTE : Collaborateur d'Agence Assurances Clients Particuliers H/F DESCRIPTION : Notre cabinet recrute pour un de ses clients, agence générale d'assurances AXA, leur futur(e) Collaborateur/trice d'Agence clients Particuliers H/F. Au sein de l'agence Axa située à la Ferrière, nous retrouvons l'Agent Général et deux collaboratrices. Elles recherchent activement leur futur(e) collègue, pour intégrer leur équipe dynamique et sympathique. Vous recherchez de la proximité avec vos clients, une agence dans laquelle il fait bon vivre, nous avons le poste qu'il vous faut ! Poursuivez votre lecture. En relation directe avec l'Agent Général, vous contribuez activement au développement de votre portefeuille clients Particuliers. Un beau challenge à mener puisqu'aujourd'hui c'est la clientèle de professionnels qui est davantage développée. Vous assurez tant la gestion administrative de votre portefeuille, que l'accueil de l'agence et la commercialisation des produits d'assurances. Vous vous demandez quelles seront vos missions, et bien les voici : - Accueil, information, orientation et gestion des clients et prospects Particuliers de l'agence. - Participation au développement du portefeuille clients : Analyse des besoins clients et proposition d'offres en adéquation. - Proposition spontanée de nouveaux services/contrats en lien avec la situation de chaque client (Epargne, Retraite, Assurances de personne, IARD...). - Conduite d'études de marché pour identifier de nouveaux prospects. - Prospection commerciale active sur votre cible de clientèle. - Recueil des souscriptions des différents contrats et gestion administrative. - Fidélisation des clients. Quand? : L'équipe est très impatiente, le plus tôt sera le mieux, vous serez accueilli(e) à bras ouverts Où? : A la Ferrière, à 10 minutes de la Roche sur Yon Comment? : En CDI, du mardi au samedi midi Rémunération selon profil et compétences : fixe + variable. LE PROFIL : Vous êtes titulaire d'une formation initiale Banque ou Assurances ou NRC, de niveau Bac +2 minimum et une première expérience sur un poste similaire réussie. Vous connaissez la clientèle Particuliers et vous avez des connaissances sur l'offre Vie, Epargne, Retraite. A l'aise avec l'outil informatique, vous utiliserez le Pack Office ainsi que SalesForce. D'une personnalité avenante, dynamique, on dit de vous que vous avez une fibre commerciale et une capacitéà travailler en équipe. Vous avez le sens du contact, êtes rigoureux/se et vous avez de bonnes qualités rédactionnelles. Vous savez faire preuve d'initiative et d'enthousiasme. A l'écoute, et bienveillant/e, vous aurez à coeur de proposer la meilleure solution aux clients, dans un souci de satisfaction et de qualité de service optimale. Vous souhaitez vous épanouir dans une agence à taille humaine aux valeurs de proximité, de qualité de service et d'accompagnement clients ? N'attendez-plus et adressez-nous votre CV ! Nous traiterons votre dossier dans la plus stricte confidentialité. ****@****.** 2104-CA-85  En bref : Assureur, Assurance, Fidélisation des clients, Produits d'assurance, Prospection commerciale, Salesforce, Sens du relationnel"
503,Conseil clientèle en assurances (H/F),"Expectra, leader en France de l'intérim spécialisé et du recrutement en CDI de cadres et agents de maîtrise.Les consultants du Département Banque & Assurance vous proposent des opportunités de carrière. Nous recherchons pour le compte de notre client, réseau d'assurances national, un Agent Général F/H, en statut Mandataire Indépendant. Véritable chef d'entreprise, dynamique et ambitieux, vous proposez à vos clients et prospects les produits du groupe.Architecte du Patrimoine, vous apportez des solutions à valeur ajoutée à vos clients sur tous les aspects de la gestion patrimoniale : économique, fiscale, civile et prévoyance.Ainsi, vous assurez la gestion de votre activité, vous pilotez et développez votre portefeuille de client en bénéficiant d'un support du Groupe : formations certifiantes, appui d'experts, et outils de pointe mis à disposition (supports d'informations, conférences, et actions marketing ciblées et innovantes). De formation Bac+3/5 en Banque / Assurance / Finance, vous justifiez d'une expérience de 5 années minimum sur des fonctions commerciales en Banque / Assurance auprès d'une clientèle de pros."
504,Chargé / Chargée de clientèle particuliers de banque,"Le Crédit Agricole Toulouse 31 est à la recherche d'un.e conseiller.ere de clientèle particuliers en CDI en Haute-Garonne.   Vos missions seront les suivantes :  -  Fide liser et de velopper votre portefeuille de clients particuliers grand public /interme diaire, en proposant une offre globale adapte e, dans le respect des proce dures et de notre de marche commerciale garantissant ainsi la satisfaction de nos clients / prospects, en mode multicanal/digital  -  Mai triser l'ensemble de l'offre bancassurance afin d'apporter des re ponses personnalise es en matie re de collecte, cre dits, assurances, immobiliers et services.., a  nos clients / prospects  -  Travailler en synergie en mobilisant les experts Caisse Re gionale et filie res Groupe dans la construction de solutions sur mesure   Le poste est à pourvoir à l'occasion d'un événement de recrutement organisé par la société WIZBII en charge de la pré-sélection des candidats."
505,Chargé de clientèle de banque (F/H),Vos missions consistent à :  Accueillir la clientèle  Gérer les flux téléphoniques  Réalisation d'accroches commerciales
506,8 Conseillers Clientèle en Assurances (H/F),"8 Conseillers Clientèle en Assurances (H/F) Disponible pour une prise de poste le 7 juin ? Vous avez une expérience en centre de relation client ? Si vous avez répondu oui à ces deux questions, alors lisez ce qui suit  Le Cabinet de Recrutement Manpower, recherche pour son client 8 Conseillers Clientèle en Assurances H/F en CDI basé Nantes Nord. Au sein d'un Centre de Relation Client, vous intégrez une équipe de 10 personnes. Vous êtes en charge de commercialiser des produits d'assurances et de gérer les contrats de vos clients. Vous intervenez aussi en soutien au réseau bancaire et aux autres services de l'entreprise. A ce titre, vos missions sont les suivantes : - Répondre aux demandes des conseillers en agence sur les produits et outils, - Accompagner les collaborateurs du réseau dans leur montée en compétences sur les produits IARD, - Réaliser des actes de gestion pour vos clients, - Transmettre des informations et des conseils personnalisés sur les garanties inscrites au contrat, - Proposer et commercialiser des produits d'assurances. Conditions de travail : Horaires : du Lundi au Vendredi de 11h à 19h ou du Mardi au Samedi 9h30 à 18h25 (samedi de 9h à 13h) Contrat 36H15 hebdo Rémunération attractive : fixe (entre 24 et 27 K€ selon expérience)  variables  accord d'intéressement  accord de participation  7,5 RTT  CE  Tickets Restaurants Autres avantages: . 2 jours de télétravail/semaine . Salle de détente avec casque virtuel . Conciergerie (paniers bios) Profil : Titulaire d'un Bac2 Commercial ou technique BTS (NRC, Banque, Assurances) Vous avez une expérience de 3 ans à 5 ans minimum en centre de relation clients dans un poste à dimension commerciale. Une expérience dans le secteur Banque/Assurance/Mutuelle est un vrai atout  Vos qualités ? . Tempérament commercial, . Fort esprit d'équipe, . Goût du challenge, . Ecoute active, . Capacités d'adaptation et d'analyse. Le poste vous correspond ? Postulez  Processus recrutement : 1 entretien téléphonique avec le cabinet de recrutement  test de personnalité 1 entretien en visio via TEAMS avec l'entreprise Entreprise : Manpower recrutement Tertiaire Nantes Métier : Conseil clientèle en assurances - Assurance - Banque, Assurance, Immobilier - Conseiller / Conseillère clientèle en assurances"
507,Guichetier / Guichetière de banque (H/F),"TITULAIRE DU BAC + 2 (diplôme EXIGE), vous serez en charge de l'accueil physique et téléphonique de nos clients et prospects. Vous effectuerez les opérations courantes bancaires, prendrez des rendez-vous, renseignerez nos clients et les orienterez vers le bon interlocuteur.  Vous possédez une aisance dans l'expression orale et écrite, et vous avez une expérience du contact clients.  Vous travaillerez du mardi au samedi midi. Remplacement maladie puis maternité."
508,Gestionnaire en assurances,"Profil : Vous êtes diplômé d'un BAC+2 en banque ou assurance  - Vous avez déjà une première expérience dans la relation client - Vous avez une maîtrise parfaite du conseil par téléphone et les volumes d'appels ne vous font pas peur  - Vous aimez le travail d'équipe ? On vous qualifie souvent comme rigoureux et minutieux  - Vous maitrisez le IARD, HABITATION ou CORPOREL"
509,Gestionnaire santé en assurances (H/F),"Assurer la gestion des dossiers entreprises dans l'objectif d'offrir un service client de qualité :  En fonction de son niveau d'expérience et de sa maîtrise technique, le gestionnaire assurances prévoyance santé peut se voir confier tout ou partie des activités suivantes : - Gérer les adhésions et les affiliations des contrats de prévoyance et santé : vérifier la recevabilité des demandes d'adhésion, rédiger et émettre le contrat, étudier et traiter les demandes de mise à jour des assurés, - Gérer les activités qui concourent à la tenue des comptes des entreprises : appel de cotisations, affectations, - Initialiser et traiter les actions de recouvrement amiables et/ou contentieuses des cotisations et des déclarations, - Contrôler l'exhaustivité des données et traiter les anomalies, - Contrôler la régularité et la qualité du traitement des dossiers entreprises.  Première expérience en santé souhaitée."
510,Gestionnaire en assurances (H/F),"Au sein du service Affaires juridiques : - Gestion des sinistres de la Ville et de Montluçon Communauté - Gestion du portefeuille d'assurances de la Ville et de Montluçon Communauté - Suivi administratif et financier du secteur assurances -Conseil aux services en matière de prévention des risques - Archivage des dossiers du secteur assurances - Assurer la continuité de la gestion administrative et de l'accueil téléphonique en cas d'absence des agents du service juridique   Expérience significative en gestion des assurances - Connaissance du fonctionnement des collectivités territoriales - Connaissances en matière de responsabilité des personnes publiques, droit et commande publique - Maîtrise des outils bureautiques et logiciels métiers et plates-formes de gestion des sinistres - Capacités d'analyse - Dynamisme, réactivité - Qualités rédactionnelles - Aisance relationnelle en interne et en externe - Obligation de discrétion et de confidentialité"
511,Chargé / Chargée de clientèle particuliers de banque (H/F),"ImmoBanques est la structure de  courtage en prets immobiliers du Groupe Bourse de l Immobilier. Nous recherchons des conseillers H/F debutant(e)s ou confirme(e)s dans le financement en prets immobiliers.  Nos conditions de remuneration sont transparentes : nous garantissons un salaire mensuel fixe minimum de 1600euros brut auquel s ajoutent des commissions mensuelles (de 5 a 25 pourcent du ca), participation au resultat du Groupe et des frais de deplacements de 400euros par mois. Statut VRP.  Salaire annuel (fixe plus commissions incluses) peut varier de 19.200euros à 70.000euros brut.  Notre recrutement actuel : Les candidats dont les profils correspondent a ceux recherches, seront contactes par le Directeur Commercial."
